datetime,portfolio_value,cash,return
2024-03-21 13:30:00-04:00,100000.0,100000.0,0.0
2024-03-21 14:30:00-04:00,100000.0,100000.0,0.0
2024-03-21 15:30:00-04:00,100000.0,100000.0,0.0
2024-03-21 16:30:00-04:00,100000.0,100000.0,0.0
2024-03-22 09:30:00-04:00,100000.0,100000.0,0.0
2024-03-22 10:30:00-04:00,100000.0,100000.0,0.0
2024-03-22 11:30:00-04:00,100000.0,100000.0,0.0
2024-03-22 12:30:00-04:00,100000.0,100000.0,0.0
2024-03-22 13:30:00-04:00,100000.0,100000.0,0.0
2024-03-22 14:30:00-04:00,100000.0,100000.0,0.0
2024-03-22 15:30:00-04:00,100000.0,100000.0,0.0
2024-03-22 16:30:00-04:00,100000.0,100000.0,0.0
2024-03-25 09:30:00-04:00,100000.0,100000.0,0.0
2024-03-25 10:30:00-04:00,100000.0,100000.0,0.0
2024-03-25 11:30:00-04:00,100000.0,100000.0,0.0
2024-03-25 12:30:00-04:00,100000.0,100000.0,0.0
2024-03-25 13:30:00-04:00,100000.0,100000.0,0.0
2024-03-25 14:30:00-04:00,100000.0,100000.0,0.0
2024-03-25 15:30:00-04:00,100000.0,100000.0,0.0
2024-03-25 16:30:00-04:00,100000.0,100000.0,0.0
2024-03-26 09:30:00-04:00,100000.0,100000.0,0.0
2024-03-26 10:30:00-04:00,100000.0,100000.0,0.0
2024-03-26 11:30:00-04:00,100000.0,100000.0,0.0
2024-03-26 12:30:00-04:00,100000.0,100000.0,0.0
2024-03-26 13:30:00-04:00,100000.0,100000.0,0.0
2024-03-26 14:30:00-04:00,100000.0,100000.0,0.0
2024-03-26 15:30:00-04:00,100000.0,100000.0,0.0
2024-03-26 16:30:00-04:00,100000.0,100000.0,0.0
2024-03-27 09:30:00-04:00,100000.0,100000.0,0.0
2024-03-27 10:30:00-04:00,100000.0,100000.0,0.0
2024-03-27 11:30:00-04:00,100000.0,100000.0,0.0
2024-03-27 12:30:00-04:00,100000.0,100000.0,0.0
2024-03-27 13:30:00-04:00,100000.0,100000.0,0.0
2024-03-27 14:30:00-04:00,100000.0,100000.0,0.0
2024-03-27 15:30:00-04:00,100000.0,100000.0,0.0
2024-03-27 16:30:00-04:00,100000.0,100000.0,0.0
2024-03-28 09:30:00-04:00,100000.0,100000.0,0.0
2024-03-28 10:30:00-04:00,100000.0,100000.0,0.0
2024-03-28 11:30:00-04:00,100000.0,100000.0,0.0
2024-03-28 12:30:00-04:00,100000.0,100000.0,0.0
2024-03-28 13:30:00-04:00,100000.0,100000.0,0.0
2024-03-28 14:30:00-04:00,100000.0,100000.0,0.0
2024-03-28 15:30:00-04:00,100000.0,100000.0,0.0
2024-03-28 16:30:00-04:00,100000.0,100000.0,0.0
2024-04-01 09:30:00-04:00,100000.0,100000.0,0.0
2024-04-01 10:30:00-04:00,100000.0,100000.0,0.0
2024-04-01 11:30:00-04:00,100000.0,100000.0,0.0
2024-04-01 12:30:00-04:00,100000.0,100000.0,0.0
2024-04-01 13:30:00-04:00,100000.0,100000.0,0.0
2024-04-01 14:30:00-04:00,100000.0,100000.0,0.0
2024-04-01 15:30:00-04:00,100000.0,100000.0,0.0
2024-04-01 16:30:00-04:00,100000.0,100000.0,0.0
2024-04-02 09:30:00-04:00,100000.0,100000.0,0.0
2024-04-02 10:30:00-04:00,100000.0,100000.0,0.0
2024-04-02 11:30:00-04:00,100000.0,100000.0,0.0
2024-04-02 12:30:00-04:00,100000.0,100000.0,0.0
2024-04-02 13:30:00-04:00,100000.0,100000.0,0.0
2024-04-02 14:30:00-04:00,100000.0,100000.0,0.0
2024-04-02 15:30:00-04:00,100000.0,100000.0,0.0
2024-04-02 16:30:00-04:00,100000.0,100000.0,0.0
2024-04-03 09:30:00-04:00,100000.0,100000.0,0.0
2024-04-03 10:30:00-04:00,100000.0,100000.0,0.0
2024-04-03 11:30:00-04:00,100000.0,100000.0,0.0
2024-04-03 12:30:00-04:00,100000.0,100000.0,0.0
2024-04-03 13:30:00-04:00,100000.0,100000.0,0.0
2024-04-03 14:30:00-04:00,100000.0,100000.0,0.0
2024-04-03 15:30:00-04:00,100000.0,100000.0,0.0
2024-04-03 16:30:00-04:00,100000.0,100000.0,0.0
2024-04-04 09:30:00-04:00,100000.0,100000.0,0.0
2024-04-04 10:30:00-04:00,100000.0,100000.0,0.0
2024-04-04 11:30:00-04:00,100000.0,100000.0,0.0
2024-04-04 12:30:00-04:00,100000.0,100000.0,0.0
2024-04-04 13:30:00-04:00,100000.0,100000.0,0.0
2024-04-04 14:30:00-04:00,100000.0,100000.0,0.0
2024-04-04 15:30:00-04:00,100000.0,100000.0,0.0
2024-04-04 16:30:00-04:00,100000.0,100000.0,0.0
2024-04-05 09:30:00-04:00,100000.0,100000.0,0.0
2024-04-05 10:30:00-04:00,100000.0,100000.0,0.0
2024-04-05 11:30:00-04:00,100000.0,100000.0,0.0
2024-04-05 12:30:00-04:00,100000.0,100000.0,0.0
2024-04-05 13:30:00-04:00,100000.0,100000.0,0.0
2024-04-05 14:30:00-04:00,100000.0,100000.0,0.0
2024-04-05 15:30:00-04:00,100000.0,100000.0,0.0
2024-04-05 16:30:00-04:00,100000.0,100000.0,0.0
2024-04-08 09:30:00-04:00,100000.0,100000.0,0.0
2024-04-08 10:30:00-04:00,100000.0,100000.0,0.0
2024-04-08 11:30:00-04:00,100000.0,100000.0,0.0
2024-04-08 12:30:00-04:00,100000.0,100000.0,0.0
2024-04-08 13:30:00-04:00,100000.0,100000.0,0.0
2024-04-08 14:30:00-04:00,100000.0,100000.0,0.0
2024-04-08 15:30:00-04:00,100000.0,100000.0,0.0
2024-04-08 16:30:00-04:00,100000.0,100000.0,0.0
2024-04-09 09:30:00-04:00,100000.0,100000.0,0.0
2024-04-09 10:30:00-04:00,100000.0,100000.0,0.0
2024-04-09 11:30:00-04:00,100000.0,100000.0,0.0
2024-04-09 12:30:00-04:00,100000.0,100000.0,0.0
2024-04-09 13:30:00-04:00,100000.0,100000.0,0.0
2024-04-09 14:30:00-04:00,100000.0,100000.0,0.0
2024-04-09 15:30:00-04:00,100000.0,100000.0,0.0
2024-04-09 16:30:00-04:00,100000.0,100000.0,0.0
2024-04-10 09:30:00-04:00,100000.0,100000.0,0.0
2024-04-10 10:30:00-04:00,100000.0,100000.0,0.0
2024-04-10 11:30:00-04:00,100000.0,100000.0,0.0
2024-04-10 12:30:00-04:00,100000.0,100000.0,0.0
2024-04-10 13:30:00-04:00,100000.0,100000.0,0.0
2024-04-10 14:30:00-04:00,100000.0,100000.0,0.0
2024-04-10 15:30:00-04:00,100000.0,100000.0,0.0
2024-04-10 16:30:00-04:00,100000.0,100000.0,0.0
2024-04-11 09:30:00-04:00,100000.0,100000.0,0.0
2024-04-11 10:30:00-04:00,100000.0,150020.95928955078,0.0
2024-04-11 11:30:00-04:00,100000.0,224794.55822753906,0.0
2024-04-11 12:30:00-04:00,100000.0,337212.7966308594,0.0
2024-04-11 13:30:00-04:00,100000.0,505840.15423583984,0.0
2024-04-11 14:30:00-04:00,100000.0,758523.3506469727,0.0
2024-04-11 15:30:00-04:00,100000.0,1137548.1452636719,0.0
2024-04-11 16:30:00-04:00,100000.0,1706343.1771850586,0.0
2024-04-12 09:30:00-04:00,104080.64239501953,1706343.1771850586,0.04080642395019529
2024-04-12 10:30:00-04:00,104080.64239501953,1706343.1771850586,0.0
2024-04-12 11:30:00-04:00,104080.64239501953,1706343.1771850586,0.0
2024-04-12 12:30:00-04:00,104080.64239501953,1706343.1771850586,0.0
2024-04-12 13:30:00-04:00,104080.64239501953,1706343.1771850586,0.0
2024-04-12 14:30:00-04:00,104080.64239501953,1706343.1771850586,0.0
2024-04-12 15:30:00-04:00,104080.64239501953,1706343.1771850586,0.0
2024-04-12 16:30:00-04:00,104080.64239501953,1706343.1771850586,0.0
